3.422096124328858764e+02,3.508745088938494519e+02,3.552225379896231061e+02,3.556206622629377421e+02,3.585911108778468588e+02
4.125453754566164548e+02,4.178852708155600340e+02,4.215479582775437848e+02,4.251048846767947111e+02,4.260381344964088726e+02
4.500664818363455879e+02,4.584177591784679180e+02,4.648877717294124636e+02,4.653998283340944226e+02,4.754852960452627713e+02
5.845411453736579688e+02,5.953754555644791253e+02,6.010590568206730495e+02,6.094949322688999018e+02,6.085156480627182418e+02
3.867477974283522713e+02,3.948607260455688106e+02,4.031664454191241020e+02,3.994397314241814456e+02,4.002993384120966311e+02
4.078482253703382412e+02,4.252878422496838766e+02,4.312308926599853862e+02,4.341302407109134833e+02,4.471131370126728370e+02
3.234303846309933874e+02,3.306148222743201472e+02,3.356321577930709736e+02,3.365916352594811087e+02,3.404854799956278271e+02
4.491058507639193635e+02,4.631407521916735277e+02,4.683121876319349326e+02,4.797817192272884199e+02,4.883933085366259093e+02
6.784337018264654944e+02,6.987950137289219583e+02,6.963261815400866226e+02,7.028087073422447020e+02,7.165010951786003943e+02
3.930488611031736355e+02,3.994712339274395845e+02,4.118406602453512733e+02,4.148133425128853560e+02,4.141391197594956566e+02
3.805433287844742267e+02,3.881466241182469048e+02,3.952778538293821953e+02,3.995650357887984114e+02,4.034834865359993046e+02
5.464525996328468409e+02,5.622125297661539207e+02,5.664141506046169070e+02,5.772886972157805303e+02,5.725306886346199917e+02
3.088594159354702242e+02,3.174032563653457828e+02,3.154430983866516840e+02,3.153365104850287253e+02,3.159402990302967282e+02
4.373995326421763252e+02,4.519448495500464560e+02,4.576179021200996431e+02,4.587430322059857986e+02,4.602274286496775630e+02
4.198118742157303700e+02,4.366857486273186169e+02,4.375058675753855368e+02,4.330350574726518289e+02,4.363900795042068239e+02
4.231799324648730476e+02,4.394821553398024889e+02,4.403757315672062305e+02,4.531684942288863454e+02,4.534561394161735279e+02
4.247070255993397723e+02,4.483208535602356619e+02,4.605689859254913472e+02,4.703507156939227798e+02,4.740873079876603242e+02
3.747929447274913741e+02,3.887107267232520940e+02,3.906414856212825271e+02,3.953899522026542854e+02,3.944062894605926317e+02
5.596764438231192571e+02,5.673015853807117992e+02,5.764683100594261305e+02,5.815169575899445817e+02,5.806760133283505638e+02
4.436532684224109744e+02,4.522040865680920092e+02,4.586251862068371565e+02,4.612617646303963284e+02,4.711295754270390717e+02
4.287299964730743795e+02,4.399921553980543081e+02,4.437001694289886018e+02,4.607514576983223833e+02,4.758153043433009088e+02
4.091737450494763380e+02,4.145125914487456953e+02,4.177549816328169641e+02,4.223371218852758489e+02,4.258392135173734800e+02
3.655434401557332649e+02,3.741580411872868126e+02,3.754265227274702283e+02,3.735282535344587131e+02,3.731668219831293527e+02
4.820965009189134776e+02,4.902040284776001045e+02,4.978827730552947060e+02,5.018554947174101244e+02,5.143275954649582218e+02
4.467502986405697811e+02,4.581117030347472792e+02,4.756870392501653555e+02,4.731532119696387326e+02,4.710434816438548751e+02
3.112938565596859917e+02,3.219384663467279779e+02,3.267858241869452058e+02,3.293942541393936949e+02,3.383029673920931941e+02
5.087254208617814584e+02,5.206016449956641736e+02,5.332004410200975144e+02,5.436110050584388773e+02,5.437700954083493343e+02
4.726582166532276119e+02,4.872695914883817068e+02,4.870091731422139674e+02,4.894991022700695567e+02,4.849267995705429826e+02
4.939701827801109175e+02,5.070130438291515702e+02,5.133180501989716049e+02,5.087834092199466340e+02,5.133037840176720010e+02
5.007719195958974296e+02,5.135265107653160612e+02,5.163685676095271901e+02,5.212097521856342155e+02,5.239742605180276769e+02
6.043199703190075525e+02,6.266115734767615777e+02,6.358307818347517468e+02,6.460477100738080480e+02,6.512198987866263451e+02
4.584153395290053936e+02,4.648880951091178417e+02,4.707043917796066808e+02,4.714168939003724859e+02,4.751033482285833998e+02
4.342670888090685821e+02,4.490777504600943644e+02,4.515815062012105159e+02,4.566524939065826629e+02,4.588741257748558269e+02
5.842140504480328218e+02,6.063052837317457033e+02,6.135207645366175484e+02,6.157826827895835322e+02,6.196037682090145609e+02
4.408384713234581227e+02,4.479331896224406364e+02,4.552073612141089711e+02,4.682223884449668390e+02,4.736336800797754449e+02
5.894372199367935536e+02,6.019538389714650748e+02,6.044514166841397582e+02,6.161022653909628843e+02,6.214844888237395253e+02
4.428864428871803511e+02,4.638057569692595052e+02,4.827196717109390534e+02,4.901209189253248724e+02,4.935383689120759527e+02
4.742547929908672586e+02,4.947295094477000248e+02,4.980005005425977060e+02,5.016236686851197533e+02,5.047704573499244134e+02
4.986272454063085888e+02,5.049528246551516304e+02,5.152728458823677329e+02,5.194734532437872758e+02,5.313407255085853649e+02
4.311099491874036858e+02,4.401178907994260499e+02,4.435315574561720950e+02,4.475390422538570192e+02,4.513783826569357984e+02
4.880236291436694955e+02,5.037299275930652129e+02,5.064161000190139248e+02,5.074277600442028984e+02,5.022835623088349166e+02
3.927444333026438699e+02,4.087476822604860445e+02,4.161140609236110208e+02,4.208960813528365179e+02,4.284461121263819905e+02
3.646744407750119876e+02,3.792820190953939345e+02,3.850649894077020576e+02,3.874669315531921256e+02,3.905784586489444337e+02
3.340425849286955327e+02,3.429978043024003682e+02,3.422841729749223418e+02,3.437240579202230037e+02,3.434246254707854860e+02
4.386661521025511661e+02,4.490363843725582456e+02,4.501637499089024459e+02,4.533661665218904773e+02,4.618423256175368579e+02
5.104743124658461966e+02,5.327182916926212783e+02,5.419351904394654866e+02,5.458531701786108670e+02,5.466307569623447762e+02
4.500234476827012031e+02,4.740062252711298356e+02,4.809783441387382936e+02,4.897118925832729133e+02,5.006982328831091422e+02
4.634733267559003593e+02,4.796623077161406741e+02,4.803824152095057798e+02,4.885303846283538860e+02,4.968454693716118982e+02
4.009730129477312630e+02,4.117712737924803719e+02,4.176780860943370044e+02,4.188730031753476055e+02,4.200408258832294450e+02
6.183075764483550074e+02,6.362847172313395276e+02,6.396544783088968416e+02,6.453781924207939937e+02,6.545896886436433988e+02
5.211674392956849715e+02,5.290191092905238293e+02,5.358748565326911830e+02,5.366123981655002808e+02,5.430123874260964385e+02
5.082784741364700949e+02,5.233543954641652363e+02,5.333268994045139380e+02,5.430003819393330105e+02,5.493450392700481189e+02
4.636134128689354839e+02,4.731342699465170654e+02,4.761592286196832902e+02,4.795939100870504035e+02,4.861820389725436371e+02
4.186257155288851663e+02,4.324958231721980724e+02,4.366517434376515894e+02,4.513236318131780536e+02,4.525045540734958536e+02
5.132967977496417689e+02,5.336563055586656219e+02,5.321046732121139939e+02,5.412512647379685404e+02,5.486247670198248443e+02
3.513399343161877368e+02,3.631218133869529083e+02,3.718678327722141717e+02,3.767206864391224030e+02,3.813199180918154525e+02
4.024485568949399976e+02,4.104230090503409656e+02,4.180736443923144634e+02,4.271248215487479456e+02,4.321686242639632383e+02
4.100315593484239116e+02,4.285817435262475783e+02,4.358661617774110368e+02,4.410471901092092253e+02,4.508388359538352006e+02
3.234762575677108885e+02,3.355729045595387561e+02,3.422458547809115998e+02,3.438445291499920131e+02,3.438211493822050784e+02
4.237910448726123605e+02,4.492343519894593555e+02,4.563781264369702626e+02,4.632501026297378530e+02,4.643271874499474166e+02
4.591712102947611243e+02,4.737784358213148153e+02,4.752437306332302569e+02,4.806823748458994032e+02,4.771455178317046943e+02
3.690452883520167120e+02,3.752277649265832906e+02,3.868114386482544660e+02,3.890164230772428482e+02,3.941780911166973169e+02
3.654704210904282604e+02,3.803737188490790118e+02,3.777997720486437743e+02,3.938058312171177704e+02,3.965051783209478913e+02
3.368570200933983187e+02,3.414129630098089478e+02,3.437784554100656464e+02,3.474760894748938540e+02,3.517265341298844987e+02
4.616400553103254651e+02,4.757886067264195162e+02,4.776889408799735293e+02,4.831506954631911412e+02,4.840720047251203937e+02
4.037590540783934330e+02,4.086341609751314081e+02,4.126778192162769301e+02,4.144075478722834873e+02,4.162513129362922086e+02
5.729352256104153867e+02,5.934205087820093922e+02,6.037213801880241135e+02,6.059410950891854100e+02,6.189567489271458953e+02
4.254889785915175935e+02,4.354590872925850249e+02,4.360095120978470504e+02,4.363121870193908762e+02,4.410604097248673838e+02
5.034317646649637368e+02,5.116377256136054257e+02,5.270839491916340194e+02,5.391884260103872748e+02,5.419821183339981872e+02
4.059833593756772530e+02,4.143069880228317174e+02,4.208937829167789459e+02,4.271577442454956781e+02,4.308224108672218335e+02
4.985612375269105314e+02,5.194618611380344646e+02,5.224898371052145194e+02,5.268949129849045221e+02,5.326529240759161894e+02
3.670382246865723346e+02,3.777860583886787254e+02,3.786079862326253078e+02,3.852999153038255145e+02,3.900910557315314691e+02
4.397303009154038591e+02,4.425705057556760380e+02,4.456649534178708336e+02,4.497960791573728443e+02,4.508822458361536292e+02
4.406201551942403967e+02,4.477922655685470659e+02,4.492017688573718601e+02,4.585562274857372813e+02,4.597120265449383396e+02
4.659322190353015571e+02,4.799701921883541900e+02,4.794121808054997018e+02,4.903971243978127177e+02,4.942994996179398299e+02
4.929875917158064453e+02,5.157452996654041044e+02,5.186731395698207052e+02,5.181086359627581714e+02,5.281054595614742766e+02
4.063469032260277345e+02,4.141469671076011423e+02,4.205535323623350337e+02,4.269145849018038348e+02,4.300979055768663670e+02
5.680078604659008761e+02,5.825759453174748614e+02,5.861207121477621058e+02,5.922529888399444644e+02,6.060027764497192493e+02
4.563973361009360588e+02,4.766407762740888074e+02,4.823736645342165730e+02,4.835286704155535062e+02,4.938549008292188773e+02
5.642841326015466166e+02,5.829765291860917387e+02,5.780219546780739392e+02,5.854156880177279163e+02,5.968565144841973051e+02
4.293546234338464274e+02,4.441351796131444871e+02,4.522191937109908508e+02,4.588299216266984786e+02,4.616025001549794524e+02
3.546289064931690405e+02,3.654661219445222855e+02,3.670496061036197375e+02,3.669871752893161556e+02,3.721748367166238722e+02
3.916177705983998294e+02,4.064305511260999992e+02,4.080637412960368238e+02,4.141165571137115080e+02,4.106359736269391760e+02
4.881885106413867561e+02,5.004205014764119142e+02,5.078403863663774587e+02,5.052250653461251204e+02,5.069261311016335867e+02
3.588700066685951242e+02,3.718115508872983810e+02,3.680776187805048494e+02,3.725033925532209196e+02,3.775064174880156997e+02
5.076759416661551541e+02,5.227976216455554095e+02,5.285295411254155624e+02,5.362784645857268515e+02,5.419387117721811364e+02
3.880986925583528659e+02,3.987782753926786086e+02,4.089470214494699576e+02,4.071821777288113253e+02,4.148396858302063492e+02
5.770939422847932292e+02,5.877272338144632613e+02,5.958966687754185614e+02,5.959893518194655826e+02,6.032546809557417191e+02
4.993318049130832605e+02,5.089774331575620181e+02,5.147052344683874026e+02,5.206365778895089989e+02,5.289260469748954847e+02
3.722628752305896569e+02,3.796953116741797771e+02,3.799448841264926386e+02,3.785131098590190959e+02,3.750982909232497491e+02
4.014261901959322927e+02,4.158380314592741911e+02,4.256607545976353890e+02,4.240889791742777675e+02,4.298969483662503990e+02
3.058174214440016385e+02,3.121908497802247666e+02,3.127157545638196439e+02,3.146647860222632289e+02,3.177333426082229266e+02
5.236912681215267185e+02,5.284093328092505999e+02,5.343724710676021914e+02,5.428998746255641663e+02,5.426319101174169646e+02
3.475951528334330760e+02,3.550252638004341179e+02,3.556469506057960643e+02,3.575117994838659570e+02,3.631192894321517315e+02
3.494999982040571922e+02,3.600020740388450804e+02,3.652187561444939092e+02,3.670093532964746146e+02,3.692908790162945252e+02
4.634595355136609669e+02,4.799716595074796714e+02,4.837627531481699066e+02,4.883199736604393593e+02,4.929290238286635031e+02
4.725738426609791532e+02,4.872153757951683133e+02,4.952467573270695311e+02,5.004865897638795786e+02,5.071120438997540987e+02
6.503377473229315910e+02,6.620997189614831768e+02,6.676517994073312821e+02,6.728441965980666737e+02,6.786123529517349198e+02
3.779592536627151844e+02,3.863007582613214481e+02,3.947363977670355553e+02,3.922447445214374966e+02,3.947714843612330924e+02
4.091515635401499367e+02,4.232037230020450806e+02,4.229899327160733833e+02,4.303175980754391503e+02,4.377510220680278508e+02
3.927015944773479532e+02,4.069189371538988098e+02,4.124626760015752325e+02,4.143579449179679841e+02,4.220520597609881861e+02
3.151691152471027522e+02,3.226316006988575964e+02,3.237792170579872391e+02,3.291696848449498134e+02,3.356349353280600099e+02
4.997249908811691057e+02,5.128216892064883723e+02,5.199053665460413640e+02,5.198645748310354975e+02,5.274585573343624674e+02
3.626573283100958633e+02,3.720202324850605464e+02,3.783912189957534906e+02,3.837875272791607699e+02,3.872547115192825231e+02
3.838469559370515753e+02,3.998022449708909676e+02,4.064315985307343340e+02,4.104811816468893539e+02,4.101996707452277633e+02
4.872213947212717358e+02,5.046247380937899152e+02,5.119522000385018714e+02,5.114204497166429064e+02,5.168107915607245104e+02
4.772880203314096548e+02,4.889106673890031516e+02,4.897930357557125944e+02,4.982879787715926909e+02,5.046567020536177779e+02
4.699389829456172265e+02,4.843389107199755017e+02,4.983525058078079155e+02,4.970866656268603947e+02,4.970712767288954410e+02
3.502581556233379843e+02,3.591265329037480001e+02,3.601965316434768738e+02,3.688377047042865797e+02,3.714613244785073221e+02
4.708014513705767286e+02,4.857531505921883763e+02,4.860871979835226284e+02,4.897566695179960448e+02,4.941585449455875505e+02
4.111902664196937849e+02,4.190125426104700068e+02,4.234549505461960166e+02,4.244645270066320109e+02,4.291872990264923260e+02
3.687483920115103615e+02,3.762106147835282854e+02,3.817155393648578183e+02,3.851344565250087157e+02,3.871848473357263174e+02
5.228377433240127630e+02,5.362577113548992429e+02,5.377882873675771407e+02,5.444239354825846249e+02,5.489358017981578541e+02
4.982143486403980432e+02,5.020921293220981738e+02,5.104899214146592499e+02,5.079168269754299558e+02,5.088965553388154035e+02
4.504091474328006370e+02,4.584709937776530069e+02,4.634253517754131622e+02,4.686358456747058199e+02,4.692176987189219517e+02
3.626887750180305261e+02,3.774232898374261822e+02,3.769596499725258241e+02,3.833583135640587898e+02,3.908066931583375663e+02
4.479229843406155851e+02,4.605077428387717191e+02,4.778749452642146025e+02,4.822885846424185843e+02,4.898128200457992989e+02
5.574706232806910293e+02,5.814470011799173790e+02,5.903850536082912868e+02,5.995783864480519014e+02,6.061247054397103966e+02
4.152790162406473087e+02,4.244099232233753014e+02,4.339306991875891981e+02,4.434129731279171551e+02,4.452851848114961513e+02
4.484833361933673359e+02,4.573822936702312063e+02,4.730123351573163291e+02,4.747348196420377917e+02,4.814464071600193620e+02
4.368616399032053437e+02,4.386327255500588080e+02,4.473503642747740514e+02,4.524593144420966837e+02,4.631876107699781642e+02
5.732584100470440944e+02,5.921726120626755119e+02,5.926539145410733909e+02,5.976246113361218022e+02,5.951798779935758148e+02
4.561120246897710331e+02,4.710682347698667627e+02,4.782792525533229764e+02,4.840766050843587323e+02,4.846792583408218320e+02
5.416351173773902019e+02,5.568859404880830652e+02,5.584973737836623968e+02,5.647822017033242901e+02,5.686499586693505535e+02
3.974529588227359227e+02,4.103393344389713775e+02,4.159992186893999815e+02,4.222105611673451335e+02,4.218080497801538513e+02
5.393829951092467354e+02,5.539625231594094430e+02,5.593465559949640920e+02,5.593860972652221335e+02,5.675877181737765795e+02
5.561291490998462450e+02,5.740787317003743055e+02,5.846268983795930581e+02,5.820009814820227803e+02,5.947635808268710207e+02
3.944968178390366802e+02,4.018369153808986312e+02,4.128895828118527902e+02,4.207155107097079849e+02,4.232827656479583993e+02
4.021139661035969652e+02,4.053674784750620006e+02,4.094109816815031309e+02,4.158298206839299951e+02,4.261287936922349218e+02
3.523389235201258316e+02,3.615777596302475558e+02,3.651024835370874371e+02,3.715781358166400992e+02,3.769178673426480373e+02
5.421217134953996037e+02,5.543459211665214070e+02,5.639640993345495872e+02,5.668366738858217104e+02,5.697980059338201499e+02
5.388779407059842015e+02,5.499148079784192760e+02,5.622941543734565357e+02,5.678972602308574551e+02,5.737543079772942747e+02
4.482865841736904144e+02,4.589607176907509256e+02,4.606148570945999836e+02,4.661615033799869252e+02,4.736025618523559615e+02
5.033447607073960057e+02,5.110577859343927685e+02,5.162366901739432024e+02,5.200104160424448310e+02,5.259312387060574565e+02
4.685027145559637347e+02,4.816982511934994591e+02,4.928736311318014600e+02,4.996375065097422521e+02,5.016805577165096111e+02
5.164871723005448985e+02,5.436810376350060778e+02,5.384894101515319562e+02,5.465396943332766568e+02,5.533885192571799507e+02
5.668108616909668172e+02,5.980664129007215024e+02,6.013154087738126918e+02,6.026969508982643902e+02,6.039726659321103170e+02
4.977190049286089106e+02,5.105603415113361621e+02,5.177007547251125743e+02,5.258602140700386371e+02,5.306508904584957236e+02
5.302105103409802496e+02,5.389339659367680042e+02,5.447281898714720683e+02,5.529701182115761640e+02,5.554194747779490626e+02
4.376257250287558236e+02,4.494993167223797741e+02,4.568657649977830602e+02,4.679732429203842798e+02,4.747171386677002829e+02
3.934427943056853110e+02,3.991955484516572028e+02,4.091892392774000200e+02,4.108159859004875329e+02,4.200516449321101504e+02
